Date,XLU,XLV,DIA,GDX,XLE,XLY,VNQ,XLK,XLF,XLP,IHI,XRT,RXI,IYW,VIS,KBE,SIL,FXU,SHY
2010-01-05,30.709999084472656,31.299999237060547,105.48999786376953,48.16999816894531,59.290000915527344,30.110000610351562,44.5,23.239999771118164,12.152721405029297,26.68000030517578,53.779998779296875,18.084999084472656,44.40999984741211,58.400001525878906,52.77000045776367,22.18000030517578,,15.449999809265137,83.16999816894531
2010-01-06,30.889999389648438,31.6200008392334,105.55999755859375,49.34000015258789,60.0,30.149999618530273,44.41999816894531,22.979999542236328,12.177091598510742,26.65999984741211,54.38999938964844,18.25,44.43000030517578,57.9900016784668,52.900001525878906,22.469999313354492,,15.470000267028809,83.18000030517578
2010-01-07,30.75,31.729999542236328,105.94000244140625,49.099998474121094,59.90999984741211,30.399999618530273,44.900001525878906,22.889999389648438,12.437043190002441,26.65999984741211,54.630001068115234,18.299999237060547,44.650001525878906,57.77000045776367,53.54999923706055,23.40999984741211,,15.40999984741211,83.16000366210938
2010-01-08,30.719999313354492,31.780000686645508,106.11000061035156,49.84000015258789,60.29999923706055,30.389999389648438,44.56999969482422,23.040000915527344,12.363931655883789,26.56999969482422,54.689998626708984,18.260000228881836,45.0099983215332,58.209999084472656,54.2599983215332,23.31999969482422,,15.350000381469727,83.23999786376953
2010-01-11,31.040000915527344,31.959999084472656,106.54000091552734,50.16999816894531,60.220001220703125,30.329999923706055,44.83000183105469,22.950000762939453,12.372055053710938,26.639999389648438,55.029998779296875,18.204999923706055,45.20000076293945,57.93000030517578,54.77000045776367,23.329999923706055,,15.489999771118164,83.27999877929688
2010-01-12,30.90999984741211,31.729999542236328,106.13999938964844,48.349998474121094,59.349998474121094,29.940000534057617,44.08000183105469,22.700000762939453,12.193338394165039,26.790000915527344,54.5,18.079999923706055,44.810001373291016,57.22999954223633,54.220001220703125,22.940000534057617,,15.390000343322754,83.3499984741211
2010-01-13,31.25,32.150001525878906,106.75,48.86000061035156,59.56999969482422,30.280000686645508,44.970001220703125,22.920000076293945,12.331438064575195,26.979999542236328,54.97999954223633,18.280000686645508,45.16999816894531,57.7599983215332,54.54999923706055,23.329999923706055,,15.539999961853027,83.27999877929688
2010-01-14,31.110000610351562,32.439998626708984,107.02999877929688,48.599998474121094,59.7400016784668,30.280000686645508,44.93000030517578,22.979999542236328,12.388301849365234,26.899999618530273,55.369998931884766,18.1299991607666,45.45000076293945,58.20000076293945,54.5,23.68000030517578,,15.489999771118164,83.36000061035156
2010-01-15,30.90999984741211,32.220001220703125,106.01000213623047,47.41999816894531,59.2599983215332,29.979999542236328,44.59000015258789,22.65999984741211,12.136474609375,26.770000457763672,54.83000183105469,17.915000915527344,45.16999816894531,57.40999984741211,53.869998931884766,23.15999984741211,,15.40999984741211,83.43000030517578
2010-01-19,31.270000457763672,33.0,107.16999816894531,47.689998626708984,59.79999923706055,30.3799991607666,45.5,23.049999237060547,12.290820121765137,26.93000030517578,55.939998626708984,18.06999969482422,45.31999969482422,58.279998779296875,54.349998474121094,23.399999618530273,,15.5600004196167,83.44999694824219
